id;address;authors;authors_original;booktitle;date;editor;editors_original;institution;journal;month;note;pages;publisher;tech;title;type;volume;year
454;paderborn germany ;k g langendoen and p h hartel fcg ;k g langendoen and p h hartel fcg ;proceedings of the international workshop on compiler construction ;1992;springer verlag lncs 641 u kastens and p pfahler eds;;;;;;pp 278 296;;;a code generator for lazy functional languages in compiler construction cc ;;;
455;;david b mcdonald scott e fahlman and skef wholey ;david b mcdonald scott e fahlman and skef wholey ;;1988;;;carnegie mellon university ;;;;;;technical report cmu cs 87 157;internal design of cmu common lisp on the ibm rt pc ;;;
456;paris france ;p pfahler and u kastens ;p pfahler and u kastens ;in first acm sigplan workshop on domain specific languages ;1997;;;;;;;;;;language design and implementation by selection ;;;
457;paris france ;p pfahler and u kastens ;p pfahler and u kastens ;in first acm sigplan workshop on domain specific languages ;1997;;;;;;;;;;language design and implementation by selection ;;;
458;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
459;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
460;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
461;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
462;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
463;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992b;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
464;;poggio t fahle m edelman s ;poggio t fahle m edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
465;;t poggio m fahle and s edelman ;t poggio m fahle and s edelman ;;1992;;;;science ;;;1018 1021;;;fast per ceptual learning in visual hyperacuity ;;256;
466;;poggio t fahle m and edelman s ;poggio t fahle m and edelman s ;;1992;;;;science ;;;1018 1021;;;fast perceptual learning in visual hyperacuity ;;256;
467;;poggio t edelman s and fahle m ;poggio t edelman s and fahle m ;computer vision graphics and image processing image understanding ;1992a;;;;;;;22 30;;;learning of visual modules from examples a framework for understanding adaptive visual performance ;;56;
468;;t poggio s edelman and m fahle ;t poggio s edelman and m fahle ;;1992;y aloimonos ed ;;;;;;22 30;;;learning of visual modules from examples a framework for understanding adaptive visual performance cvgip image understanding special issue on purposive qualitative active vision ;;56;
469; stockholm sweden ;s t pope and l e ;s t pope and l e ;in proceedings of the 5th multig workshop;1992;;;;;;;;;;fahl en building sound into a virtual environment ;;;
470;;s c shapiro ;s c shapiro ;;1980;;;;american journal of computational linguistics ;;;183 186;;;review of fahlman scott netl a system for representing and using real world knowledge ;;6 3;
471;burlington massachusetts ;guy l steele jr scott e fahlman richard p gabriel david a moon and daniel l weinreb ;guy l steele jr scott e fahlman richard p gabriel david a moon and daniel l weinreb ;;1984;;;;;;;;digital press ;;common lisp the language ;;;
472;burlington massachusetts ;guy l steele jr scott e fahlman richard p gabriel david a moon and daniel l weinreb ;guy l steele jr scott e fahlman richard p gabriel david a moon and daniel l weinreb ;;1984;;;;;;;;digital press ;;common lisp the language ;;;
473;burlington massachusetts ;guy l steele jr scott e fahlman richard p gabriel david a moon and daniel l weinreb ;guy l steele jr scott e fahlman richard p gabriel david a moon and daniel l weinreb ;;1984;;;;;;;;digital press ;;common lisp the language ;;;
474;massachusetts ;steele guy l jr fahlman scott e gabriel richard p moon david a weinreb daniel l bobrow daniel g demichiel linda g keene sonya e kiczales gregor perdue crispin pitman kent m waters richard c and white jon l ;steele guy l jr fahlman scott e gabriel richard p moon david a weinreb daniel l bobrow daniel g demichiel linda g keene sonya e kiczales gregor perdue crispin pitman kent m waters richard c and white jon l ;;1990;;;;;;;;digital press bedford ;;common lisp the language second edition ;;;
475;bedford massachusetts ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;;1990;;;;;;isbn 1 55558 041 6 steele and gabriel evolution of lisp 72;;digital press ;;;;;
476;bedford massachusetts ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;;1990;;;;;;isbn 1 55558 041 6 steele and gabriel evolution of lisp 72;;digital press ;;;;;
477;bedford massachusetts ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;;1990;;;;;;isbn 1 55558 041 6 steele and gabriel evolution of lisp 72;;digital press ;;;;;
478;bedford massachusetts ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;common lisp the language second edition by guy l steele jr scott e fahlman richard p gabriel david a moon daniel l weinreb daniel g bobrow linda g demichiel sonya e keene gregor kiczales crispin perdue kent m pitman richard c waters and jon l white ;;1990;;;;;;isbn 1 55558 041 6 steele and gabriel evolution of lisp 72;;digital press ;;;;;
479;berlin germany ;s udholt m and steigner c ;s udholt m and steigner c ;proceedings of the fourth international conference on compiler construction ;1992;in kastens u and pfahler p eds ;;;;;volume 641 of lecture notes in computer science paderborn germany oct;pp 156 162;springer verlag ;;on interprocedural data flow analysis for object oriented languages ;;;
480;;s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michal ski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ;s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michal ski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 91 197;the monk s problems a performance comparison of different learning algorihms ;;;
481;;s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski ands e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de weldel w wenzel j wnek and j zhang ;s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski ands e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de weldel w wenzel j wnek and j zhang ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 91 197;the monk s problems a performance comparison of different learning algorithms ;;;
482;pittsburgh pa ;thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k dzerowski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k dzerowski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;;1991;;;carnegie mellon university ;;;;;;cmu cs 91 197;the monks problems a performance comparison of different learning algorithms ;;;
483;pittsburgh pa ;thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k dzerowski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k dzerowski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;;1991;;;carnegie mellon university ;;;;;;cmu cs 91 197;the monks problems a performance comparison of different learning algorithms ;;;
484;;fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michal ski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ;fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michal ski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ;;1991;;;carnegie mellon university ;;;;;;technical report cs cmu 91 197;the monk s problems a performance comparison of different learning algorithms ;;;
485;;fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michal ski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ;fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michal ski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ;;1991;;;carnegie mellon university ;;;;;;technical report cs cmu 91 197;the monk s problems a performance comparison of different learning algorithms ;;;
486;;thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fahlman s fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r mitchell t pachowicz p reich y vafaie h van de welde w wenzel w wnek j zhang j ;thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fahlman s fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r mitchell t pachowicz p reich y vafaie h van de welde w wenzel w wnek j zhang j ;;1991;;;pittsburgh pa carnegie mellon ;;;;;;technical report cmu cs 91 197;the monk s problem a performance comparison of different learning algorithms ;;;
487;;thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fahlman s fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r mitchell t pachowicz p reich y vafaie h de weldel w v wenzel w wnek j and zhang j ;thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fahlman s fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r mitchell t pachowicz p reich y vafaie h de weldel w v wenzel w wnek j and zhang j ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 91 197;the monk s problems a performance comparison of different learning algorithms ;;;
488;pittsburgh pa ;thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k a dzeroski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k a dzeroski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;computer science reports ;december l991;;;cmu cs 91 197 carnegie mellon university;;;;;;;the monk s problems a performance comparison of different learning algorithms ;;;
489;;thrun s b bala j bloedorn e bratko i cestnink b cheng j dejong k a dzeroski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;thrun s b bala j bloedorn e bratko i cestnink b cheng j dejong k a dzeroski s fahlman s e hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p vafaie h van de velde w wenzel w wnek j and zhang j ;;1991;;;carnegie mellon university ;;;;;;technical report ;the monk s problems a performance comparison of different learning algorithms ;;;
